WEB STD FIRMID,Survey Year,Screening Region,Industrial sector,Sector Match,Biz Size,Screener Size,Part of Large Firm,Type of Establishment,Ownership Structure,Share Largest Owner,Share Private Dom. Individ,Share Private Forgn Indvid,Share Govt,Share Others,Female member ownership,Female Member Share,Year established,Formally Registered Biz,Year Registered,Mgrs Working Expr,Female Top Mgr,Top Mgr Educ Levl,Top Mangerial Ownership,International Certification,Main Products,First Product ISIC code,Percent of sales of First Product,Percentage of Domestic Input,Percentage of Foreign Inputs,Foreign Technology Used,Product Improvement,Method Improvement,Any new service,Process Improvement,New Organizational structure,New Marketing Method,R&D expendture,Employee New Idea,Capacity Utilization,Sales,sales and service,Output,eqpt expd,Overdraft,Govt Financing,Line of Credit from Bank,Age of Firm,AgeCat Firm,Mgr wkg exp Cat,Geopolitical Zone
589453,2014,Zamfara,'Furniture',"No, scre",Small >=,Small >=,Yes,HQ witho,Sole Proprietorship,,0,0,0,100,No,,1992,No,1990,22,No,Graduate,Yes ? fu,No,jewelleries and electronic,3691,40,0,100,Yes,Yes,No,Yes,Yes,No,Yes,No,No,25,,,30,5,,,No,31,30 - 49 Years,20 - 29 Years,NW
589457,2014,Zamfara,Services,"Yes, scr",Small >=,Small >=,No,DOES NOT,DON?T KN,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2005,No,2004,6,No,Secondary,Yes ? fu,No,Iron bending engenering,5020,DON?T KN,DON?T KN,DON?T KN,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DON?T KN,,,DON?T KN,DON?T KN,,,No,18,< 10 Years,< 10 Years,NW
589497,2014,Niger,Constructions,"Yes, scr",Medium >,Small >=,Yes,Establis,Partners,60,60,0,10,30,No,,1985,Yes,1982,15,No,Graduate,No,No,road construction,4520,80,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65,,,55,100,,,No,38,30 - 49 Years,10 - 20 Years,NC
589565,2014,Nasarawa,Publishings,"Yes, scr",Small >=,Small >=,No,HQ witho,Partners,25,25,25,25,25,No,,2011,Yes,2011,10,No,Secondary,Yes ? fu,No,"printing,laminating,photocopy,sales of computer,typing,binding,etc",2221,50,50,50,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,60,,,40,0,,,No,12,< 10 Years,10 - 20 Years,Others
589608,2014,Gombe,Hotel & Restaurants,"No, does",Micro <5,Micro <5,No,HQ with,Sole Proprietorship,,70,0,3,27,No,,2001,No,2008,13,No,Secondary,Yes ? fu,No,Food Restaurant,5520,80,100,0,No,No,No,No,No,Yes,Yes,No,No,60,,,60,,No,,No,22,< 10 Years,10 - 20 Years,NE
589636,2014,Ogun,Retail,"No, does",Small >=,Micro <5,No,Establis,Shareholders,70,70,10,10,10,No,,2014,No,2010,8,Yes,Secondary,No,No,phone accesories,5233,70,,,,Yes,No,No,No,No,No,No,No,,5,5,,,,No,No,9,10 - 29 Years,< 10 Years,SW
589026,2014,Abuja,Wholesales,"No, scre",Micro <5,Small >=,No,HQ witho,DON?T KN,100,0,0,0,100,No,,1992,No,1993,22,No,Secondary,No,No,"buying and selling of roofing, bettlement",5143,100,,,,No,No,No,No,No,No,No,Yes,,0,0,,50,No,No,No,31,30 - 49 Years,20 - 29 Years,NC
589097,2014,Kaduna,Retail,"Yes, scr",Micro <5,Micro <5,No,HQ witho,Sole Proprietorship,100,50,0,0,50,No,,1988,Yes,1988,25,No,Graduate,Yes ? fu,No,Chemist,5231,50,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,20,30,,0,DON?T KN,No,No,35,30 - 49 Years,20 - 29 Years,NW
589663,2014,Ogun,Hotel & Restaurants,"Yes, scr",Medium >,Small >=,No,HQ with,Shareholders,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,,DON?T KN,DON?T KN,4,Yes,Secondary,No,No,loggin,5510,80,,,,No,No,No,No,Yes,Yes,No,No,,DON?T KNOW (,DON?T KN,,,,No,No,,NA,< 10 Years,SW
589647,2014,Ogun,Hotel & Restaurants,"Yes, scr",Small >=,Micro <5,No,DOES NOT,Partners,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,,DON?T KN,DON?T KN,10,No,Secondary,No,No,lodgin,5510,70,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,DON?T KN,,No,DON?T KN,,NA,10 - 20 Years,SW
589173,2014,Cross river,Transportation,"No, does",Medium >,Medium >,No,DOES NOT,OTHER (S,15,0,0,15,75,,,,,,,,,,,Transportation,6022,,,,,,,,,,,,,,,,,,,,,,NA,,SS
589190,2014,Kaduna,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,No,DOES NOT,Shareholders,40,10,10,10,70,No,,1980,Yes,1980,12,No,Graduate,No,No,hotels n resturent,5510,DON?T KN,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,DON?T KNOW (,DON?T KN,,30,DON?T KN,No,No,43,30 - 49 Years,10 - 20 Years,NW
589200,2014,Kano,Services,"No, does",Micro <5,Small >=,No,HQ witho,Sole Proprietorship,100,0,0,0,100,No,,1987,Yes,1987,24,No,Primary,Yes ? fu,No,services,5020,40,,,,No,No,Yes,No,Yes,Yes,Yes,Yes,,50,20,,0,DON?T KN,No,No,36,30 - 49 Years,20 - 29 Years,NW
589201,2014,Kano,Retail,"No, does",Micro <5,Small >=,No,DOES NOT,Partners,40,0,30,40,30,No,,1989,No,DON?T KN,15,No,Secondary,Yes ? fu,No,selling  of eletronic parts,5233,100,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,,30,DON?T KN,,0,No,DON?T KN,No,34,30 - 49 Years,10 - 20 Years,NW
589305,2014,Kano,Retail,"Yes, scr",Micro <5,Micro <5,Yes,HQ witho,Sole Proprietorship,100,50,30,0,20,No,,1992,No,2003,18,No,Graduate,Yes ? fu,No,Super market,5220,60,,,,No,No,No,No,No,Yes,Yes,Yes,,60,20,,,DON?T KN,No,No,31,30 - 49 Years,10 - 20 Years,NW
589446,2014,Zamfara,Machiner,"No, scre",Small >=,Medium >,Yes,Establis,Partners,100,0,0,0,100,No,,,No,DON?T KN,20,No,No Education,Yes ? fu,No,nail,2921,DON?T KN,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,,No,No,No,,NA,20 - 29 Years,NW
589447,2014,Zamfara,Leather,"Yes, scr",Small >=,Small >=,No,HQ witho,DON?T KN,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,,,,No,DON?T KN,6,No,Secondary,No,No,none,1911,DON?T KN,,,,Yes,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,,,No,No,,NA,< 10 Years,NW
589465,2014,Gombe,Services,"Yes, scr",Medium >,Small >=,No,HQ with,Partners,70,70,0,0,30,No,,1989,No,1997,12,No,Secondary,Yes ? Pa,No,selling of tyres and repairs,5030,85,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,85,85,,,,No,No,34,30 - 49 Years,10 - 20 Years,NE
589498,2014,Oyo,Retail,"Yes, scr",Medium >,Medium >,Yes,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,1980,No,1984,8,No,Graduate,No,No,"sells textile materials,clothe etc",5232,70,,,,No,No,Yes,Yes,Yes,Yes,No,Yes,,85,80,,0,DON?T KN,No,Yes,43,30 - 49 Years,< 10 Years,SW
589500,2014,Oyo,Retail,"Yes, scr",Large >=,Large >=,No,DOES NOT,DON?T KN,,0,0,0,100,,,1985,Yes,1985,4,No,Graduate,No,No,Sales and repairs of genertors,5239,50,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,80,75,,0,DON?T KN,No,DON?T KN,38,30 - 49 Years,< 10 Years,SW
589503,2014,Oyo,Retail,"Yes, scr",Medium >,Medium >,Yes,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,,Yes,2009,14,No,Secondary,Yes ? fu,No,seling of batteries,5239,100,,,,No,Yes,Yes,No,No,Yes,No,No,,100,100,,0,No,No,No,,NA,10 - 20 Years,SW
589509,2014,Zamfara,Wholesales,"Yes, scr",Medium >,Medium >,Yes,HQ with,Partners,100,0,0,0,100,No,,1992,No,1994,25,No,Vocation,No,No,buy nd seals of cutton,5131,20,,,,No,No,No,No,No,Yes,No,No,,80,80,,0,,No,No,31,30 - 49 Years,20 - 29 Years,NW
589512,2014,Gombe,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,Establis,Sole Proprietorship,,0,0,20,80,No,,1983,Yes,1983,20,No,Secondary,Yes ? fu,No,Accomdation,5510,50,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,50,50,,0,,No,No,40,30 - 49 Years,20 - 29 Years,NE
589519,2014,Gombe,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,,85,0,0,15,No,,1990,Yes,1990,10,No,Secondary,Yes ? fu,No,Accomdation,5510,70,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,80,20,,100,,No,No,33,30 - 49 Years,10 - 20 Years,NE
589530,2014,Jigawa,Constructions,"No, scre",Medium >,Medium >,No,DOES NOT,Shareholders,100,0,0,0,100,No,,1989,Yes,1989,12,No,Secondary,No,No,construction and transport,4540,40,,,,No,No,No,No,No,No,No,Yes,,100,100,,30,,No,No,34,30 - 49 Years,10 - 20 Years,NW
589536,2014,Katsina,Constructions,"Yes, scr",Medium >,Small >=,No,HQ with,Shareholders,70,0,20,0,80,No,,1991,Yes,1991,10,No,Graduate,Yes ? Pa,No,hotel,4520,70,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,45,5,,0,,No,No,32,30 - 49 Years,10 - 20 Years,NW
589538,2014,Katsina,Wholesales,"No, does",Medium >,Medium >,Yes,Establis,Shareholders,100,0,0,0,100,No,,1980,Yes,1980,10,No,Vocation,No,DON?T KN,construction or hiring of constructional material,5143,20,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,,,No,No,43,30 - 49 Years,10 - 20 Years,NW
589546,2014,Kebbi,Hotel & Restaurants,"Yes, scr",Medium >,Small >=,No,DOES NOT,Shareholders,60,0,60,0,40,No,,1960,No,2008,15,No,Graduate,Yes ? fu,No,givingout room for rent and sales of food,5510,DON?T KN,,,,No,No,No,No,No,No,No,No,,30,40,,,,No,No,1963,> 70 Years,10 - 20 Years,NW
589573,2014,Niger,Food,"Yes, scr",Medium >,Small >=,No,DOES NOT,Sole Proprietorship,,0,0,0,100,No,,1982,No,2011,14,No,Graduate,Yes ? fu,No,food,1549,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,40,60,,100,,No,No,41,30 - 49 Years,10 - 20 Years,NC
589582,2014,Oyo,Hotel & Restaurants,"Yes, scr",Large >=,Medium >,Yes,Establis,OTHER (S,100,0,0,0,100,,,1976,Yes,1966,20,Yes,Vocation,No,Yes,Hotel and Restaurant,5510,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,DON?T KNOW (,DON?T KN,,0,Yes,No,No,47,30 - 49 Years,20 - 29 Years,SW
589597,2014,Oyo,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,No,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,1991,Yes,1975,20,No,Graduate,No,Yes,"we are into hotel, restaurants and bar",5510,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,30,70,,0,Yes,No,No,32,30 - 49 Years,20 - 29 Years,SW
589601,2014,Zamfara,Machiner,"No, scre",Small >=,Small >=,No,Establis,Partners,100,0,0,0,100,No,,1991,No,DON?T KN,14,No,Secondary,Yes ? Pa,No,cutlass and hoe making,2921,80,,,,No,No,No,No,No,No,Yes,Yes,,DON?T KNOW (,DON?T KN,,,No,No,No,32,30 - 49 Years,10 - 20 Years,NW
589604,2014,Zamfara,Constructions,"No, scre",Medium >,Medium >,No,DOES NOT,Sole Proprietorship,,0,0,0,100,No,,1982,Yes,1982,10,No,Graduate,No,Yes,road construction,4520,60,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,50,70,,,,No,No,41,30 - 49 Years,10 - 20 Years,NW
589606,2014,Zamfara,Transportationation,"No, does",Micro <5,Small >=,No,HQ witho,Shareholders,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,1989,Yes,1989,40,No,Secondary,Yes ? fu,No,Transport service,6303,100,,,,No,No,No,No,Yes,No,No,No,,DON?T KNOW (,DON?T KN,,40,,No,Yes,34,30 - 49 Years,30 - 49 Years,NW
589625,2014,Oyo,Wholesales,"No, scre",Small >=,Small >=,No,DOES NOT,Limited,0,0,0,0,100,No,,1992,No,1992,22,No,Graduate,No,No,We sell engineering equipments,5190,100,,,,No,Yes,No,No,No,Yes,No,No,,DON?T KNOW (,DON?T KN,,0,No,No,No,31,30 - 49 Years,20 - 29 Years,SW
588971,2014,Kaduna,Garments,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,40,20,20,20,No,,2007,Yes,2000,8,No,Secondary,Yes ? fu,No,services,1810,70,,,,Yes,Yes,Yes,Yes,No,Yes,No,No,,70,20,,20,DON?T KN,No,No,16,< 10 Years,< 10 Years,NW
589661,2014,Ogun,Electronics,"Yes, scr",Small >=,Small >=,No,HQ with,Shareholders,50,50,0,0,50,No,,2000,No,2004,17,No,Secondary,Yes ? fu,No,cables,3130,80,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,DON?T KN,,No,No,23,< 10 Years,10 - 20 Years,SW
589032,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,50,0,0,50,No,,2007,No,2007,7,No,Secondary,Yes ? fu,No,Retail sales of clothes,5232,70,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,100,No,DON?T KN,No,16,< 10 Years,< 10 Years,SE
589050,2014,Anambra,IT,"Yes, scr",Small >=,Small >=,No,DOES NOT,Shareholders,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,1999,No,2003,15,No,Vocation,Yes ? fu,No,"Sales , repairs and servicing of phones",7250,80,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,24,< 10 Years,10 - 20 Years,SE
589054,2014,Anambra,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,,90,0,0,10,No,,2000,Yes,2000,14,No,Graduate,Yes ? fu,No,distributing bulk bottled water and carbonated soft drink pet bottle drink,5220,100,,,,No,No,No,No,No,No,Yes,No,,60,40,,0,,No,No,23,< 10 Years,10 - 20 Years,SE
589059,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,Yes,HQ with,Sole Proprietorship,100,25,25,20,30,No,,2001,No,2001,30,No,Secondary,Yes ? fu,No,carton and carpet,5239,80,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,50,No,No,No,22,< 10 Years,30 - 49 Years,SE
589076,2014,Sokoto,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,,80,0,0,20,No,,2005,Yes,2005,2,No,Graduate,No,No,photograph and washing of pictures and frame,5259,50,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,,20,50,,20,,No,No,18,< 10 Years,< 10 Years,NW
589091,2014,Enugu,Retail,"Yes, scr",Micro <5,Micro <5,Yes,Establis,Sole Proprietorship,100,0,0,0,100,No,,2012,Yes,2012,2,No,Graduate,Yes ? fu,No,Pharmacy,5231,70,,,,No,No,No,No,No,No,No,No,,100,0,,0,No,No,No,11,< 10 Years,< 10 Years,SE
589099,2014,Kaduna,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,60,20,10,10,No,,2007,Yes,2007,8,No,Secondary,Yes ? fu,No,Sales of clothes,5232,70,,,,Yes,Yes,No,Yes,No,Yes,No,No,,60,20,,20,DON?T KN,No,No,16,< 10 Years,< 10 Years,NW
589102,2014,Kaduna,Retail,"Yes, scr",Small >=,Small >=,No,Establis,Sole Proprietorship,100,15,25,40,20,No,,2003,Yes,2003,10,No,Vocation,Yes ? fu,Yes,Sales of baby wear,5232,87,,,,Yes,No,Yes,Yes,No,Yes,No,Yes,,3,35,,20,DON?T KN,No,No,20,< 10 Years,10 - 20 Years,NW
589103,2014,Kaduna,Retail,"Yes, scr",Medium >,Medium >,Yes,DOES NOT,Partners,70,70,0,10,20,No,,2005,Yes,2005,6,No,Primary,Yes ? fu,No,Sales of electronics,5239,70,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,50,50,,0,DON?T KN,No,No,18,< 10 Years,< 10 Years,NW
589106,2014,Kaduna,Retail,"Yes, scr",Micro <5,Small >=,No,HQ with,Sole Proprietorship,100,0,0,0,100,No,,1995,No,2003,20,No,Primary,Yes ? fu,No,the service is the lagest proportional annua sales,5239,0,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,95,100,,0,DON?T KN,No,No,28,< 10 Years,20 - 29 Years,NW
589108,2014,Kaduna,Services,"No, scre",Small >=,Small >=,Yes,HQ witho,Sole Proprietorship,100,0,0,50,50,No,,1995,No,2000,7,No,Graduate,Yes ? fu,No,motor tyres\rims,5030,100,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,0,0,,0,DON?T KN,No,No,28,< 10 Years,< 10 Years,NW
589109,2014,Kano,Retail,"Yes, scr",Small >=,Medium >,Yes,HQ with,Limited,25,25,25,25,25,No,,2006,Yes,2006,4,No,Graduate,No,No,"selling of all kind of home applises,food stuff,all etc",5233,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,20,25,,0,,No,No,17,< 10 Years,< 10 Years,NW
589117,2014,Kano,Publishings,"No, does",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,20,20,20,40,No,,2004,Yes,2004,10,No,Graduate,Yes ? fu,No,Making photocopies,2222,50,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,,30,20,,20,No,No,No,19,< 10 Years,10 - 20 Years,NW
589118,2014,Kano,Retail,"Yes, scr",Small >=,Small >=,Yes,HQ witho,Shareholders,35,35,25,20,20,No,,2004,Yes,2002,11,No,Graduate,Yes ? fu,Yes,"Eletronic,and home appliers shop",5239,74,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,87,87,,25,DON?T KN,No,No,19,< 10 Years,10 - 20 Years,NW
589662,2014,Ogun,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,OTHER (S,40,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2007,No,2005,7,Yes,Secondary,Yes ? fu,No,provission,5220,40,,,,Yes,Yes,No,No,No,Yes,No,No,,40,30,,,No,No,No,16,< 10 Years,< 10 Years,SW
589646,2014,Ogun,Wholesales,"Yes, scr",Small >=,Small >=,No,HQ witho,DON?T KN,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2002,No,2001,,DON?T KN,NA,DON?T KN,No,cutton,5131,70,,,,No,No,No,No,No,No,No,DON?T KN,,DON?T KNOW (,DON?T KN,,,No,No,No,21,< 10 Years,,SW
589645,2014,Ogun,Leather,"Yes, scr",Small >=,Small >=,No,HQ with,Shareholders,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,1999,No,2012,15,No,Secondary,Yes ? fu,No,leather shoe,1920,60,,,,Yes,Yes,DON?T KN,DON?T KN,No,Yes,No,Yes,,DON?T KNOW (,DON?T KN,,,No,DON?T KN,No,24,< 10 Years,10 - 20 Years,SW
589643,2014,Ogun,Electronics,"Yes, scr",Small >=,Small >=,No,DOES NOT,DON?T KN,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,2004,No,2001,,DON?T KN,NA,DON?T KN,DON?T KN,electronics repair,3190,80,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,,No,No,No,19,< 10 Years,,SW
589148,2014,Abuja,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,No,HQ witho,Sole Proprietorship,100,0,0,0,100,No,,2003,Yes,2002,10,No,Graduate,No,Yes,Hospitality,5510,100,,,,Yes,Yes,Yes,Yes,No,No,No,No,,50,50,,0,DON?T KN,No,No,20,< 10 Years,10 - 20 Years,NC
589168,2014,Cross river,Transportation,"No, does",Small >=,Small >=,Yes,DOES NOT,Limited,60,60,0,0,40,No,,2002,Yes,2002,12,No,Graduate,Yes ? fu,No,Transportation,6022,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,100,100,,0,No,No,No,21,< 10 Years,10 - 20 Years,SS
589183,2014,Sokoto,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,No,HQ with,Partners,70,70,0,0,30,No,,1997,Yes,1997,10,No,Graduate,Yes ? Pa,No,We provide hotel services and eatry joint.,5510,100,,,,No,No,No,Yes,No,No,No,No,,85,85,,100,,No,No,26,< 10 Years,10 - 20 Years,NW
589197,2014,Kaduna,Transportation,"No, does",Medium >,Medium >,Yes,HQ witho,Partners,50,50,0,0,50,No,,1994,Yes,1994,10,No,Graduate,Yes ? Pa,Yes,Transport and construction,6022,50,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,70,30,,30,DON?T KN,No,Yes,29,< 10 Years,10 - 20 Years,NW
589198,2014,Kaduna,Constructions,"Yes, scr",Small >=,Small >=,Yes,HQ with,Sole Proprietorship,100,50,0,0,50,No,,2006,Yes,2006,20,No,Vocation,Yes ? fu,No,services,4520,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,5,5,,0,DON?T KN,No,No,17,< 10 Years,20 - 29 Years,NW
589204,2014,Kano,Retail,"No, does",Medium >,Medium >,Yes,Establis,Limited,,60,0,0,40,No,,2007,Yes,2007,10,No,Secondary,Yes ? Pa,No,Sales of electronics,5239,80,,,,No,Yes,No,Yes,Yes,Yes,No,Yes,,30,30,,0,DON?T KN,No,No,16,< 10 Years,10 - 20 Years,NW
589205,2014,Kano,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Partners,,80,0,0,20,No,,1995,Yes,1995,,No,Graduate,No,No,Loging,5510,100,,,,DON?T KN,No,DON?T KN,No,Yes,Yes,Yes,Yes,,80,10,,0,DON?T KN,No,No,28,< 10 Years,,NW
589207,2014,Kano,Retail,"No, does",Micro <5,Micro <5,No,DOES NOT,OTHER (S,40,25,15,20,40,No,,2002,No,2002,10,No,Graduate,Yes ? fu,No,Barbers,5239,100,,,,Yes,Yes,No,No,No,Yes,No,Yes,,50,50,,15,No,No,No,21,< 10 Years,10 - 20 Years,NW
589210,2014,Lagos,Retail,"No, does",Large >=,Medium >,Yes,Establis,Partners,80,20,0,0,80,No,,2009,Yes,2009,13,No,Graduate,No,No,Retail of media and life style products,5239,100,,,,Yes,Yes,No,Yes,Yes,No,No,Yes,,50,30,,0,No,No,No,14,< 10 Years,10 - 20 Years,SW
589639,2014,Ogun,Leather,"Yes, scr",Small >=,Micro <5,No,HQ with,DON?T KN,80,DON?T KN,DON?T KN,DON?T KN,DON?T KN,No,,1996,No,1996,18,No,Primary,Yes ? fu,No,sandal,1920,30,,,,DON?T KN,No,No,No,No,No,DON?T KN,No,,DON?T KNOW (,DON?T KN,,,No,No,No,27,< 10 Years,10 - 20 Years,SW
589238,2014,Anambra,Retail,"Yes, scr",Micro <5,Micro <5,Yes,DOES NOT,Sole Proprietorship,100,90,5,0,5,No,,1997,Yes,1997,17,No,Secondary,Yes ? fu,No,Sales of electronics,5239,100,,,,Yes,Yes,No,No,No,No,No,No,,90,90,,0,DON?T KN,No,No,26,< 10 Years,10 - 20 Years,SE
589245,2014,Anambra,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,50,25,0,25,No,,2003,No,DON?T KN,10,No,Secondary,Yes ? fu,No,selling of food(restaurant) and drinks.,5520,70,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,0,No,No,No,20,< 10 Years,10 - 20 Years,SE
589286,2014,Enugu,Retail,"No, scre",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,0,0,0,100,No,,2007,No,2007,7,No,Graduate,Yes ? fu,No,SALES AND RENT OF VCD AND DVDS,5233,100,,,,Yes,Yes,Yes,No,No,Yes,No,No,,100,100,,0,DON?T KN,No,No,16,< 10 Years,< 10 Years,SE
589294,2014,Kaduna,IT,"No, does",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,10,10,50,30,No,,2000,Yes,2000,12,No,Graduate,Yes ? fu,No,service of computers and selling,7290,80,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,0,DON?T KN,,,,No,No,23,< 10 Years,10 - 20 Years,NW
589300,2014,Kano,Retail,"Yes, scr",Micro <5,Micro <5,No,Establis,OTHER (S,,25,25,25,25,No,,2009,No,2009,2,No,Secondary,Yes ? fu,No,Super market,5220,95,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,50,25,,0,No,No,No,14,< 10 Years,< 10 Years,NW
589301,2014,Kano,Retail,"Yes, scr",Small >=,Small >=,No,Establis,OTHER (S,25,25,25,25,25,No,,1996,No,1996,17,No,Primary,Yes ? fu,No,people come to buy on their own,5239,50,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,20,20,,0,No,No,No,27,< 10 Years,10 - 20 Years,NW
589302,2014,Kano,Garments,"No, scre",Small >=,Micro <5,No,HQ witho,Sole Proprietorship,100,0,0,5,95,No,,1999,No,1999,15,No,Secondary,Yes ? fu,No,we buy garment from a producer and sew for our consumers.,1810,30,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,20,30,,40,No,No,No,24,< 10 Years,10 - 20 Years,NW
589307,2014,Kano,Retail,"Yes, scr",Small >=,Small >=,No,Establis,Sole Proprietorship,100,40,20,20,20,No,,2000,No,2009,10,No,Vocation,Yes ? fu,No,"sales of medicine, treating patient",5231,60,,,,No,No,No,Yes,No,No,No,No,,40,20,,0,DON?T KN,No,No,23,< 10 Years,10 - 20 Years,NW
589308,2014,Kano,Retail,"Yes, scr",Medium >,Small >=,Yes,Establis,Limited,,0,0,20,80,No,,2004,Yes,2004,5,Yes,Graduate,Yes ? fu,No,sales of furnitures,5239,50,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,20,50,,50,DON?T KN,No,No,19,< 10 Years,< 10 Years,NW
589459,2014,Gombe,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,50,0,20,30,No,,2000,Yes,2000,14,No,Secondary,Yes ? fu,No,sell of phones,5233,60,,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,30,90,,,,No,Yes,23,< 10 Years,10 - 20 Years,NE
589462,2014,Gombe,Electronics,"No, scre",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,,50,10,10,30,No,,2006,Yes,2006,4,No,Secondary,Yes ? Pa,DON?T KN,"Televison, radio  and set of home theart",3220,80,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,DON?T KN,,DON?T KNOW (,DON?T KN,,,,Yes,No,17,< 10 Years,< 10 Years,NE
589463,2014,Gombe,Services,"Yes, scr",Medium >,Medium >,No,DOES NOT,Sole Proprietorship,,10,0,0,90,No,,2004,Yes,1996,10,No,Secondary,No,No,repairs of auto mobiles,5020,70,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,40,80,,0,No,No,No,19,< 10 Years,10 - 20 Years,NE
